🇨🇳央视频道🇨🇳,#genre#
CCTV15超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/51/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5501083628&pid=2028597139&timestamp=20260418113624&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=125.39.93.12&SecurityKey=20260418113624&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=8c7626de3aa5a537d59d02d32ebb034d&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483379467&prlId=4f89b0f1d885527a227fd4a636419cfe1776483379482&jid=4f89b0f1d885527a227fd4a636419cfe1776483378647V&is_advertise=0&sjid=subsession_1776483514506&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c817c2afaeb2de72a33a10667342e9dd
CCTV17,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/50/index.m3u8?msisdn=2026041812020510d898ad489c4b06bc39c30d20dc5c27&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20260418120205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=171.8.79.254&SecurityKey=20260418120205&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1d31b75e0f6743f3bcd8284a2fa6795e
CCTV17超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/51/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5501083631&pid=2028597139&timestamp=20260418113546&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=125.39.93.183&SecurityKey=20260418113546&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=1bf27410008570c9016884cd9aeb5dc3&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483341946&prlId=4f89b0f1d885527a227fd4a636419cfe1776483342220&jid=4f89b0f1d885527a227fd4a636419cfe1776483339316V&is_advertise=0&sjid=subsession_1776483342831&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f0573b6ce8cf6a64430c05c8831d7b3e
CCTV发现之旅,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cnr/faxianzhilv/1000/index.m3u8?msisdn=2026041800020742dbce376148426988e1495f34ec9933&mdspid=&spid=699004&netType=0&sid=5500212893&pid=2028597139&timestamp=20260418000207&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878970&ParentNodeID=-99&assertID=5500212893&client_ip=171.8.79.254&SecurityKey=20260418000207&promotionId=&mvid=5100001701&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1d5b0bb1acaf6e3603aa5cde9729bb83

🛰️卫视频道🛰️,#genre#
东方卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/600/index.m3u8?msisdn=2026041814020332ee25cb07ec413ab21fe67340d6b585&mdspid=&spid=600697&netType=0&sid=5910022185&pid=2028597139&timestamp=20260418140203&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=171.8.79.254&SecurityKey=20260418140203&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4def7d2edc830576085a8b73593db508
江苏卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/jiangsuhd/600/index.m3u8?msisdn=20260418140204180cc4591d6d4bac859942dc9374e796&mdspid=&spid=699067&netType=0&sid=5500199408&pid=2028597139&timestamp=20260418140204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=171.8.79.254&SecurityKey=20260418140204&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8223dfefe02f9858bcd0be484f5e1b5c
北京卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/50/20251127/index.m3u8?msisdn=202604181202092afc4bd57e1646a9b92d08ba12d0af20&mdspid=&spid=600697&netType=0&sid=5910022306&pid=2028597139&timestamp=20260418120209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=171.8.79.254&SecurityKey=20260418120209&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=60ffac694a3a986456233864de915718
广东卫视,http://hlsztemgsplive.miguvideo.com:8080/ws_w/2018/gdws/gdws711/1000/index.m3u8?msisdn=20260418120208eab167c642804d92bbbec49f6758e25b&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20260418120208&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=171.8.79.254&SecurityKey=20260418120208&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4ef367a818fe5920d88ded8ceb0f0cda
三沙卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ssws/50/20251127/index.m3u8?msisdn=20260418120211a91ea4f4994b4eaf8757243e84309c76&mdspid=&spid=600697&netType=0&sid=5910022307&pid=2028597139&timestamp=20260418120211&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=961023778&ParentNodeID=-99&assertID=5910022307&client_ip=171.8.79.254&SecurityKey=20260418120211&promotionId=&mvid=5900006777&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=220901d3504e2b9a59eb0c82402067da
东南卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/50/20230724/index.m3u8?msisdn=2026041812021008bbcd2b45f54780b38784e5536dc2a2&mdspid=&spid=600717&netType=0&sid=5910022182&pid=2028597139&timestamp=20260418120210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=171.8.79.254&SecurityKey=20260418120210&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f4a9125d41ccbaa795bf223927fcdbb7
东南卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongnanws/51/20230724/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600717&netType=4&sid=5910022182&pid=2028597139&timestamp=20260418120620&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=849116810&ParentNodeID=-99&assertID=5910022182&client_ip=118.123.1.251&SecurityKey=20260418120620&promotionId=&mvid=5900006229&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=2befa887791c58b17ffadc9ab638a3b0&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776485175536&prlId=4f89b0f1d885527a227fd4a636419cfe1776485175573&jid=4f89b0f1d885527a227fd4a636419cfe1776485174497V&is_advertise=0&sjid=subsession_1776485331751&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=6e8c51c8c7f869418c695177a72eaf14
东方卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/dongfanghd265/51/20191230/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600697&netType=4&sid=5910022185&pid=2028597139&timestamp=20260418112938&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=651632648&ParentNodeID=-99&assertID=5910022185&client_ip=42.81.126.24&SecurityKey=20260418112938&promotionId=&mvid=5100043384&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=ff0e8869f28b29688ad04212070b0b3d&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776482973452&prlId=4f89b0f1d885527a227fd4a636419cfe1776482973658&jid=4f89b0f1d885527a227fd4a636419cfe1776482972653V&is_advertise=0&sjid=subsession_1776483106299&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=43956e8a43a237721b12411fba617214
中国农林卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zgnlws/50/20250804/index.m3u8?msisdn=202604181202105ee93db8d0ae4fb3abd87682a2401311&mdspid=&spid=600572&netType=0&sid=5910022186&pid=2028597139&timestamp=20260418120210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956904896&ParentNodeID=-99&assertID=5910022186&client_ip=171.8.79.254&SecurityKey=20260418120210&promotionId=&mvid=5900006709&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8c5e82cf3072af20500fcb18c512e2be
兵团卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/btws/50/20250804/index.m3u8?msisdn=202604181202101d729c3f74c24ff48bb7f0674efec70f&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20260418120210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=171.8.79.254&SecurityKey=20260418120210&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=46d324c5ff6d593ec76876a26bdf54c3
农林卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zgnlws/50/20250804/index.m3u8?msisdn=20260418040210403ddf94dd0d4dedb687f14ae7deb26b&mdspid=&spid=600572&netType=0&sid=5910022186&pid=2028597139&timestamp=20260418040210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956904896&ParentNodeID=-99&assertID=5910022186&client_ip=171.8.79.254&SecurityKey=20260418040210&promotionId=&mvid=5900006709&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=52f448eaa373ee6e67cff7762c93ca56
北京卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/bjws/51/20251127/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600697&netType=4&sid=5910022306&pid=2028597139&timestamp=20260418113219&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=630287636&ParentNodeID=-99&assertID=5910022306&client_ip=36.134.64.164&SecurityKey=20260418113219&promotionId=&mvid=5101042960&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=9c07ff72dd4a84c9fdc3e1a26c4d11c9&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483134727&prlId=4f89b0f1d885527a227fd4a636419cfe1776483134927&jid=4f89b0f1d885527a227fd4a636419cfe1776483131766V&is_advertise=0&sjid=subsession_1776483136863&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4895c30e0de910292c4cbb6b96dd2cb0
吉林卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=20260418120210da9f072f6cdc4608b379d2aad8a2b413&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20260418120210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=171.8.79.254&SecurityKey=20260418120210&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=085fd1654ea6b5a921fef6dfe44de46a
大湾区卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=2026041812020991645544e2404561a26b11324c87302d&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20260418120209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=171.8.79.254&SecurityKey=20260418120209&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f26522c05e7be8523867fe17e37c66d5
宁夏卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/ningxia/1000/index.m3u8?msisdn=20260418120210a122a0cc6c624580ae27f52a0625c706&mdspid=&spid=600697&netType=0&sid=5910022262&pid=2028597139&timestamp=20260418120210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910535&ParentNodeID=-99&assertID=5910022262&client_ip=171.8.79.254&SecurityKey=20260418120210&promotionId=&mvid=5900004337&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ec05ca9f1dd0b247d131d446e5e6e01d
广东卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699054&netType=4&sid=2202428795&pid=2028597139&timestamp=20260418120326&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=125.65.42.193&SecurityKey=20260418120326&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=f5519a2acc7528740703eae005987e99&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776485001327&prlId=4f89b0f1d885527a227fd4a636419cfe1776485001345&jid=4f89b0f1d885527a227fd4a636419cfe1776485000011V&is_advertise=0&sjid=subsession_1776485153636&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2cdbd51d70a80412315fe38f432df2a6
江苏卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jswshd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699067&netType=4&sid=5500199408&pid=2028597139&timestamp=20260418112544&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=623899368&ParentNodeID=-99&assertID=5500199408&client_ip=42.81.126.17&SecurityKey=20260418112544&promotionId=&mvid=5100156802&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=fbbc4b0230284e6da34386d374b005bc&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776482739836&prlId=4f89b0f1d885527a227fd4a636419cfe1776482741372&jid=4f89b0f1d885527a227fd4a636419cfe1776482738656V&is_advertise=0&sjid=subsession_1776482742380&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=24dcaf4bc53caedfd815c50265aec470
江西卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jxwshd/50/20190820/index.m3u8?msisdn=20260418140204104f31f4c30a4f9aab13bd9c8e1f1763&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20260418140204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=171.8.79.254&SecurityKey=20260418140204&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=10956a2b5629d1968bbcb87c23007730
江西卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/jxwshd/51/20190820/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600633&netType=4&sid=5910021492&pid=2028597139&timestamp=20260418112327&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=42.81.126.18&SecurityKey=20260418112327&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=cce4ba6ac068adbd0e1b84528b83c995&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776482602981&prlId=4f89b0f1d885527a227fd4a636419cfe1776482603039&jid=4f89b0f1d885527a227fd4a636419cfe1776482600686V&is_advertise=0&sjid=subsession_1776482603918&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a158ad9dbab4841dd3d50659b5a6aec7
河北卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/hbws/50/20251225/index.m3u8?msisdn=20260418120209ab8983ce22c9485699b3ee22c74db62b&mdspid=&spid=600725&netType=0&sid=5910022316&pid=2028597139&timestamp=20260418120209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=962042070&ParentNodeID=-99&assertID=5910022316&client_ip=171.8.79.254&SecurityKey=20260418120209&promotionId=&mvid=5900006782&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=cc6f500de329172b3b788ef58135abea
河南卫视,http://hlsztemgsplive.miguvideo.com:8080/wd-henanwssd-600/index.m3u8?msisdn=202604181202093afe8cb69c734c44aff8753f54ef6783&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20260418120209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=171.8.79.254&SecurityKey=20260418120209&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1138ff92e7689ca3a56b624f2f9fc081
海南卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/SD/lvyou/711/index.m3u8?msisdn=20260418120210c92810e9c1e14a8c86df5dad7322e1b1&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20260418120210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=171.8.79.254&SecurityKey=20260418120210&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9ccb6d8db4c2406f6453df9d1b814558
海峡卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/haixiaws/50/20230724/index.m3u8?msisdn=202604181202105a42f9876e644a08bda74b6b11e269b5&mdspid=&spid=600717&netType=0&sid=5910022183&pid=2028597139&timestamp=20260418120210&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=849119120&ParentNodeID=-99&assertID=5910022183&client_ip=171.8.79.254&SecurityKey=20260418120210&promotionId=&mvid=5900006231&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=dc779427b145c61e8b3d73240da950cf
湖北卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/1000/index.m3u8?msisdn=202604181202095c6b6ca5788242c49ea63b5e6dde1af0&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20260418120209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=171.8.79.254&SecurityKey=20260418120209&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ca86eda7fc0bfb729ef8783e46505081
湖北卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/hbwshd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600633&netType=4&sid=5910022163&pid=2028597139&timestamp=20260418112641&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=42.81.126.23&SecurityKey=20260418112641&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=6f4b09254648defc5a23dd9353acdcfb&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776482796148&prlId=4f89b0f1d885527a227fd4a636419cfe1776482796199&jid=4f89b0f1d885527a227fd4a636419cfe1776482795086V&is_advertise=0&sjid=subsession_1776482920722&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b48cc8a18ec4288d341afe126cb36572
辽宁卫视,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/1000/index.m3u8?msisdn=202604181202091983d5db05ae41c1b39b988b9132982b&mdspid=&spid=600572&netType=0&sid=5910022198&pid=2028597139&timestamp=20260418120209&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=171.8.79.254&SecurityKey=20260418120209&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=206626e74f30599357ec0cad2b41271e
辽宁卫视超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/lnwshd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=600572&netType=4&sid=5910022198&pid=2028597139&timestamp=20260418112208&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=116.130.185.15&SecurityKey=20260418112208&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=bea21f07afac89e10f70b0b5b6fc7057&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776482523287&prlId=4f89b0f1d885527a227fd4a636419cfe1776482523529&jid=4f89b0f1d885527a227fd4a636419cfe1776482522467V&is_advertise=0&sjid=subsession_1776482526341&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=89c227a12bd463399dc338d0384fe89c
重庆卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/chongqing/1000/index.m3u8?msisdn=20260418140205c0df92ad4af84b74b5a646716c063667&mdspid=&spid=600697&netType=0&sid=5910022305&pid=2028597139&timestamp=20260418140205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910914&ParentNodeID=-99&assertID=5910022305&client_ip=171.8.79.254&SecurityKey=20260418140205&promotionId=&mvid=5900004329&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=15067e167fe15b04ad12e6462213676a
陕西卫视,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/shan3xiws/50/20220809/index.m3u8?msisdn=202604181402043c944eaf71264f04b308dd582abf2371&mdspid=&spid=600633&netType=0&sid=5910020475&pid=2028597139&timestamp=20260418140204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910838&ParentNodeID=-99&assertID=5910020475&client_ip=171.8.79.254&SecurityKey=20260418140204&promotionId=&mvid=5900004331&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9712f6bbefbb895941e187aaa2abdd7b
青海卫视,http://hlsztemgsplive.miguvideo.com:8080/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=20260418140204cc3e5841e8b44ec5ad1a92444f56c8a9&mdspid=&spid=600633&netType=0&sid=5910022166&pid=2028597139&timestamp=20260418140204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472506&ParentNodeID=-99&assertID=5910022166&client_ip=171.8.79.254&SecurityKey=20260418140204&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=41757f82659d6a3f4b01f62b9e2043da
🥝数字频道🥝,#genre#
24小时城市联赛轮播台,http://hlsztemgsplive.miguvideo.com:8080/migu/lunbo/ouzhoubei/50/20240603/index.m3u8?msisdn=2026041812020873e964c321db4e92ac3e80848333b081&mdspid=&spid=800033&netType=0&sid=5910022136&pid=2028597139&timestamp=20260418120208&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=915512915&ParentNodeID=-99&assertID=5910022136&client_ip=171.8.79.254&SecurityKey=20260418120208&promotionId=&mvid=5900006618&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1d02bf10eba5f1d02533619a45a3fd88
CHC影迷电影,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/chcymdy/50/20250415/index.m3u8?msisdn=20260418120216b07e8e5cde1d4cb4aa7137a2e953fdc7&mdspid=&spid=699004&netType=0&sid=5910022176&pid=2028597139&timestamp=20260418120216&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=952383261&ParentNodeID=-99&assertID=5910022176&client_ip=171.8.79.254&SecurityKey=20260418120216&promotionId=&mvid=5900006704&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2ddd2762d10390216656c0562f68b323
