温馨提示,#genre#
河北卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=FoMNrU&tk=IaRTZBNZkJti
江西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=EViIIk&tk=IaRTZBNZkJti
河南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=he5Hf4&tk=IaRTZBNZkJti
陕西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hJTmWM&tk=IaRTZBNZkJti
大湾区卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=HHlzaU&tk=IaRTZBNZkJti
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1Exata&tk=IaRTZBNZkJti
吉林卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=EGRHZ6&tk=IaRTZBNZkJti
青海卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=qH8tDV&tk=IaRTZBNZkJti
东南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=JDS2Qi&tk=IaRTZBNZkJti
海南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rlOqrV&tk=IaRTZBNZkJti
海峡卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=8fwE8R&tk=IaRTZBNZkJti
中国农林卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=W8qGPW&tk=IaRTZBNZkJti
兵团卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=D1MLkP&tk=IaRTZBNZkJti
宁夏卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=URm3A2&tk=IaRTZBNZkJti
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1n0BUj&tk=IaRTZBNZkJti
三沙卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=uLYbZr&tk=IaRTZBNZkJti
地方,#genre#
上海新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=9mLNIu&tk=IaRTZBNZkJti
上视东方影视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=FaAc3M&tk=IaRTZBNZkJti
上海第一财经,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=gxVeNZ&tk=IaRTZBNZkJti
南京新闻综合频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=2eq2oY&tk=IaRTZBNZkJti
南京教科频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=oAfEJ1&tk=IaRTZBNZkJti
南京十八频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Omo4Rm&tk=IaRTZBNZkJti
体育休闲频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=RD4R82&tk=IaRTZBNZkJti
江苏城市频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ha9wnO&tk=IaRTZBNZkJti
江苏国际,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=7htTcs&tk=IaRTZBNZkJti
江苏教育,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Wo3hB3&tk=IaRTZBNZkJti
江苏影视频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=zZT1A6&tk=IaRTZBNZkJti
江苏综艺频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=dtvlGw&tk=IaRTZBNZkJti
公共新闻频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=whOx9m&tk=IaRTZBNZkJti
盐城新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=HAmhIX&tk=IaRTZBNZkJti
淮安新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ccOQWW&tk=IaRTZBNZkJti
泰州新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=lFLeBT&tk=IaRTZBNZkJti
连云港新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Ay20wZ&tk=IaRTZBNZkJti
宿迁新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=eXqf7F&tk=IaRTZBNZkJti
徐州新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=DlmuB0&tk=IaRTZBNZkJti
优漫卡通频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Ha38y2&tk=IaRTZBNZkJti
江阴新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=mHFd8z&tk=IaRTZBNZkJti
南通新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=tCVQBA&tk=IaRTZBNZkJti
宜兴新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=FnGymp&tk=IaRTZBNZkJti
溧水新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=G8332S&tk=IaRTZBNZkJti
陕西银龄频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=D1HJcy&tk=IaRTZBNZkJti
陕西都市青春频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=fmRVrA&tk=IaRTZBNZkJti
陕西秦腔频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=P1K55X&tk=IaRTZBNZkJti
陕西新闻资讯频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=A1fKEc&tk=IaRTZBNZkJti
财富天下,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=d1bg7L&tk=IaRTZBNZkJti
镇江新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=JoSEdr&tk=IaRTZBNZkJti
辽宁广播电视台公共频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rBc8Jy&tk=IaRTZBNZkJti
辽宁广播电视台生活频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=df8qiZ&tk=IaRTZBNZkJti
辽宁广播电视台影视剧频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=265BQc&tk=IaRTZBNZkJti
宁夏广播电视台文旅频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Fkws4v&tk=IaRTZBNZkJti
宁夏广播电视台经济频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Ivt8dU&tk=IaRTZBNZkJti
影视,#genre#
经典香港电影,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Ou1gwQ&tk=IaRTZBNZkJti
抗战经典影片,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=FSjiu8&tk=IaRTZBNZkJti
新片放映厅,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=i47V1S&tk=IaRTZBNZkJti
CHC影迷电影,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=11u7g4&tk=IaRTZBNZkJti
CHC动作电影,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=iDjddJ&tk=IaRTZBNZkJti
CHC家庭影院,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=IT3VYp&tk=IaRTZBNZkJti
和美乡途轮播台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=PzwE0s&tk=IaRTZBNZkJti
南方影视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=34Ulqx&tk=IaRTZBNZkJti
新闻,#genre#
中国天气,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=r70Me3&tk=IaRTZBNZkJti
教育,#genre#
CETV1,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ANnltS&tk=IaRTZBNZkJti
CETV2,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rgjZOa&tk=IaRTZBNZkJti
CETV4,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=eK0MbL&tk=IaRTZBNZkJti
山东教育,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ui8zQw&tk=IaRTZBNZkJti
熊猫,#genre#
熊猫频道01高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ioesa8&tk=IaRTZBNZkJti
熊猫频道1,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1yLSSu&tk=IaRTZBNZkJti
熊猫频道2,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=i1ZIzx&tk=IaRTZBNZkJti
熊猫频道3,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=uLqum2&tk=IaRTZBNZkJti
熊猫频道4,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rU3uuS&tk=IaRTZBNZkJti
熊猫频道5,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MrWql3&tk=IaRTZBNZkJti
熊猫频道6,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hipGSJ&tk=IaRTZBNZkJti
熊猫频道7,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZXUVGZ&tk=IaRTZBNZkJti
熊猫频道8,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Hkklj0&tk=IaRTZBNZkJti
熊猫频道9,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=iEuYFY&tk=IaRTZBNZkJti
熊猫频道10,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=0GpOan&tk=IaRTZBNZkJti
综艺,#genre#
最强综艺趴,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=5qlvL5&tk=IaRTZBNZkJti
少儿,#genre#
嘉佳卡通,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZsMh4t&tk=IaRTZBNZkJti
经典动画大集合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=eaJgJc&tk=IaRTZBNZkJti
新动漫,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MGLyPm&tk=IaRTZBNZkJti
纪实,#genre#
新动力量创一流,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=0rY6UF&tk=IaRTZBNZkJti
中华特产,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=SOj3h4&tk=IaRTZBNZkJti
环球旅游,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=EjigOf&tk=IaRTZBNZkJti
茶,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=z9GC66&tk=IaRTZBNZkJti
体育-昨天,#genre#
法甲 尼斯VS布雷斯特 全场回放（李永熙） 00:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=8qrDR9&tk=IaRTZBNZkJti
法甲 图卢兹VS欧塞尔 全场回放（盛斌） 00:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=NHAsFT&tk=IaRTZBNZkJti
法甲 昂热VS梅斯 全场回放（乔迁） 00:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=YToawS&tk=IaRTZBNZkJti
英超 托特纳姆热刺VS曼城 全场回放（詹俊、张路、林梦鸽） 00:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=RrdSJb&tk=IaRTZBNZkJti
英超 托特纳姆热刺VS曼城 全场回放（陈凯冬、何辉） 00:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hjcMYI&tk=IaRTZBNZkJti
英超 托特纳姆热刺VS曼城 全场回放（陈渤胄） 00:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=K1AtIa&tk=IaRTZBNZkJti
英超 托特纳姆热刺VS曼城 全场回放（洪荒） 00:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=okTaA5&tk=IaRTZBNZkJti
德甲 多特蒙德VS海登海姆 全场回放（沈云怡、秦游夏） 00:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=tNNwBK&tk=IaRTZBNZkJti
意甲 克雷莫内塞VS国际米兰 全场回放（刘腾、贺宇） 00:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=TV3Wo7&tk=IaRTZBNZkJti
西甲 赫塔菲VS塞尔塔 全场回放（周楚雄） 01:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=RZz5vr&tk=IaRTZBNZkJti
斯诺克 贾德·特鲁姆普10-4肖恩·墨菲 【回放】肖恩·墨菲4-10贾德·特鲁姆普（柏林） 03:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=DTMNIL&tk=IaRTZBNZkJti
斯诺克 贾德·特鲁姆普10-4肖恩·墨菲 【回放】肖恩·墨菲4-10贾德·特鲁姆普 03:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=obPqRb&tk=IaRTZBNZkJti
法甲 斯特拉斯堡VS巴黎圣日耳曼 全场回放（鹿中原、王宇） 03:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=vpXegL&tk=IaRTZBNZkJti
意甲 帕尔马VS尤文图斯 全场回放（吴桐、刘腾） 03:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=O7VW1R&tk=IaRTZBNZkJti
西甲 毕尔巴鄂竞技VS皇家社会 全场回放（孙雨轩） 03:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=vRgxV2&tk=IaRTZBNZkJti
NBA 凯尔特人VS雄鹿 全场回放（陈鑫隆） 04:25,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1gzz6V&tk=IaRTZBNZkJti
NBA 凯尔特人VS雄鹿 全场回放（英文原声） 04:25,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=2ywcEr&tk=IaRTZBNZkJti
NBA 奇才VS国王 全场回放（刘芳宇） 06:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=pEQf2g&tk=IaRTZBNZkJti
NBA 奇才VS国王 全场回放（英文原声） 06:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=dkXS5d&tk=IaRTZBNZkJti
NBA 猛龙VS爵士 全场回放（英文原声） 06:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=o74kMF&tk=IaRTZBNZkJti
NBA 热火VS公牛 全场回放（张泽欣） 06:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=O0Ctky&tk=IaRTZBNZkJti
NBA 热火VS公牛 全场回放（英文原声） 06:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=EjBnva&tk=IaRTZBNZkJti
NBA 活塞VS篮网 全场回放（罗森） 06:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=iwTJGy&tk=IaRTZBNZkJti
NBA 活塞VS篮网 全场回放（英文原声） 06:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=YNhCMn&tk=IaRTZBNZkJti
Zuffa拳击 Zuffa拳击第2期：瓦伦苏埃拉判定击败托雷斯 Zuffa拳击第2期全场回放 07:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=DBnBhL&tk=IaRTZBNZkJti
NBA 尼克斯VS湖人 全场回放（李天宇、刘铁、陈正昊、魏欣怡） 07:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=R1lfzP&tk=IaRTZBNZkJti
NBA 尼克斯VS湖人 全场回放（郑泽鹏） 07:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=EensE0&tk=IaRTZBNZkJti
NBA 尼克斯VS湖人 全场回放（英文原声） 07:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=urxNoX&tk=IaRTZBNZkJti
NBA 太阳VS快船 全场回放（连睿、苏群、周鹏、秋童） 08:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=w7Y9m5&tk=IaRTZBNZkJti
NBA 太阳VS快船 全场回放（英文原声） 08:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=HhT4yO&tk=IaRTZBNZkJti
NBA 马刺VS魔术 全场回放（王晓晨） 09:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=U2FKE5&tk=IaRTZBNZkJti
NBA 马刺VS魔术 全场回放（英文原声） 09:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=h6FYjE&tk=IaRTZBNZkJti
NBA 开拓者VS骑士 全场回放（邵化谦、季孟年、裴优） 09:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=V3NkXS&tk=IaRTZBNZkJti
NBA 开拓者VS骑士 全场回放（邢晨） 09:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=sm8FS1&tk=IaRTZBNZkJti
NBA 开拓者VS骑士 全场回放（英文原声） 09:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=9Bdcam&tk=IaRTZBNZkJti
NBA 掘金VS雷霆 全场回放（孙博） 10:25,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Tu7FGr&tk=IaRTZBNZkJti
NBA 掘金VS雷霆 全场回放（英文原声） 10:25,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZqLhqr&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】塞莱赫梅蒂娃1-2奥斯塔彭科（英文原声） 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=kt1yLy&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】塞莱赫梅蒂娃1-2奥斯塔彭科 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ijV7OI&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】伊埃拉2-0森梅兹 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=lL5oEe&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】伊埃拉2-0森梅兹（英文原声） 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=afgAnd&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】巴多萨1-2萨斯诺维奇（英文原声） 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MucrUT&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】巴多萨1-2萨斯诺维奇 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Bz8Aik&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】雅斯特雷姆斯卡2-0玛雅（英文原声） 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=bR0Q2u&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】雅斯特雷姆斯卡2-0玛雅 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=oMKB0X&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】曾丽美2-1乔恩特（英文原声） 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=zUrgPg&tk=IaRTZBNZkJti
WTA 伊埃拉横扫 奥斯塔彭科逆转晋级 【回放】曾丽美2-1乔恩特 15:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=IJZgNd&tk=IaRTZBNZkJti
乒乓球经典赛事 延续火热状态！林诗栋亚洲杯男单摘铜 全场回放 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=6kB1gr&tk=IaRTZBNZkJti
萨马兰奇杯 U14第12场 航海基金宁波队 VS UI4 VIET NAM1 全场回放（原声） 19:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=zTbiQP&tk=IaRTZBNZkJti
CBA 天津先行者VS山东高速 八强齐聚 共逐荣耀！来咪咕 看CBA俱乐部杯决赛 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=KnVLhS&tk=IaRTZBNZkJti
萨马兰奇杯 U14第16场 江西众天麒麟 VS 长沙市第六中学 全场回放（原声） 20:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=0wR7m2&tk=IaRTZBNZkJti
体育-今天,#genre#
意甲 乌迪内斯VS罗马 全场回放（刘焕） 03:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MmGgDm&tk=IaRTZBNZkJti
英超 桑德兰VS伯恩利 全场回放（涂远） 03:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=krnIuF&tk=IaRTZBNZkJti
西甲 马略卡VS塞维利亚 全场回放（李霄） 03:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=yg3CnH&tk=IaRTZBNZkJti
NBA 黄蜂VS鹈鹕 全场回放（王凯） 03:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=iJyqa3&tk=IaRTZBNZkJti
NBA 黄蜂VS鹈鹕 全场回放（英文原声） 03:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=AJUUir&tk=IaRTZBNZkJti
NBA 步行者VS火箭 全场回放（连睿 周鹏） 07:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1LvUmw&tk=IaRTZBNZkJti
NBA 灰熊VS森林狼 全场回放（陈鑫隆） 08:25,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Rag6K3&tk=IaRTZBNZkJti
NBA 灰熊VS森林狼 全场回放（英文原声） 08:25,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=J4sAT2&tk=IaRTZBNZkJti
NBA 快船VS76人 全场回放（李天宇、刘铁、陈正昊、金佳悦） 10:55,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Tpl4T9&tk=IaRTZBNZkJti
斯诺克 肖国栋PK囧哥 周跃龙塞尔比出战 1号桌 13:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZLdOwx&tk=IaRTZBNZkJti
斯诺克 肖国栋PK囧哥 周跃龙塞尔比出战 2号桌 13:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=pGbca9&tk=IaRTZBNZkJti
斯诺克 肖国栋PK囧哥 周跃龙塞尔比出战 3号桌 13:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=OqDOrU&tk=IaRTZBNZkJti
斯诺克 肖国栋PK囧哥 周跃龙塞尔比出战 4号桌 13:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=r8loQV&tk=IaRTZBNZkJti
五人制亚洲杯 伊朗VS乌兹别克斯坦 涂远 13:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Q24VCU&tk=IaRTZBNZkJti
五人制亚洲杯 伊朗VS乌兹别克斯坦 赛场原声 13:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=xRD2Cm&tk=IaRTZBNZkJti
乒乓球亚洲杯 抽签仪式 肖扬 16:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=6zFxWr&tk=IaRTZBNZkJti
乒乓球亚洲杯 抽签仪式 现场原声 16:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=PqE0Lm&tk=IaRTZBNZkJti
五人制亚洲杯 泰国VS伊拉克 乔迁 15:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=LKCHn5&tk=IaRTZBNZkJti
五人制亚洲杯 泰国VS伊拉克 赛场原声 15:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=7P4flm&tk=IaRTZBNZkJti
NBL 香港金牛VS盐南苏科雄狮 解说 16:50,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=7yk6WK&tk=IaRTZBNZkJti
NBL 香港金牛VS盐南苏科雄狮 现场原声 16:50,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=dpFcM8&tk=IaRTZBNZkJti
WTA 萨姆索诺娃出战！陶森压场 清流 17:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=jXlAs3&tk=IaRTZBNZkJti
WTA 萨姆索诺娃出战！陶森压场 英文原声 17:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=AcX9ht&tk=IaRTZBNZkJti
乒乓球亚洲杯 刘国正、周冠达带您分析签位 刘国正 周冠达 周泽昊 18:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=DnqsOp&tk=IaRTZBNZkJti
五人制亚洲杯 日本VS阿富汗 涂远 17:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=6qCBoL&tk=IaRTZBNZkJti
五人制亚洲杯 日本VS阿富汗 赛场原声 17:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=DH7J1z&tk=IaRTZBNZkJti
萨马兰奇杯 U12第23场 澳門維他奶星苗 VS 温州华奥 清流播出 18:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=uFhSOw&tk=IaRTZBNZkJti
斯诺克 丁俊晖VS霍金斯 吴宜泽张安达出战 1号桌 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=SMTaXD&tk=IaRTZBNZkJti
斯诺克 丁俊晖VS霍金斯 吴宜泽张安达出战 2号桌 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=aTn06y&tk=IaRTZBNZkJti
斯诺克 丁俊晖VS霍金斯 吴宜泽张安达出战 3号桌 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=GMVcN7&tk=IaRTZBNZkJti
斯诺克 丁俊晖VS霍金斯 吴宜泽张安达出战 4号桌 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=KwBDdQ&tk=IaRTZBNZkJti
斯诺克 丁俊晖VS霍金斯 吴宜泽张安达出战 秦正 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=znXWWO&tk=IaRTZBNZkJti
斯诺克 丁俊晖VS霍金斯 吴宜泽张安达出战 朱蒙 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=TeOGXe&tk=IaRTZBNZkJti
斯诺克 丁俊晖VS霍金斯 吴宜泽张安达出战 朱峰立 19:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1qc0oD&tk=IaRTZBNZkJti
萨马兰奇杯 U12第24场 石狮草根 VS 香港東方 清流播出 19:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=2wZWc9&tk=IaRTZBNZkJti
CBA 宁波町渥VS北京控股 图文直播 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=OHUa1F&tk=IaRTZBNZkJti
CBA 北京北汽VS福建晋江文旅 图文直播 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rg9ilI&tk=IaRTZBNZkJti
CBA 辽宁本钢VS江苏肯帝亚 图文直播 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=oHAcWc&tk=IaRTZBNZkJti
CBA 南京天之蓝VS深圳马可波罗 图文直播 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=PRtwvx&tk=IaRTZBNZkJti
CBA 青岛崂山啤酒VS广州朗肽海本 图文直播 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=qu3BNh&tk=IaRTZBNZkJti
CBA 四川丰谷酒业VS山西汾酒 图文直播 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=7e1XSq&tk=IaRTZBNZkJti
CBA 广东东阳光VS上海久事 图文直播 19:35,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=D5BcvB&tk=IaRTZBNZkJti
CBA 新疆伊力特VS浙江稠州金租 图文直播 20:00,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=AXDZ1C&tk=IaRTZBNZkJti
五人制亚洲杯 印度尼西亚VS越南 王子睿 19:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Mwxxp4&tk=IaRTZBNZkJti
五人制亚洲杯 印度尼西亚VS越南 赛场原声 19:45,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MUklWn&tk=IaRTZBNZkJti
体育-明天,#genre#
意甲 博洛尼亚VSAC米兰 石庆圣 李彦 03:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=gOGnoz&tk=IaRTZBNZkJti
意甲 博洛尼亚VSAC米兰 赛场原声 03:30,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=A2IQSg&tk=IaRTZBNZkJti
意甲 博洛尼亚VSAC米兰 石庆圣 李彦 03:15,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=brTY8j&tk=IaRTZBNZkJti
