🕘️更新时间,#genre#
重温经典,http://m.061899.xyz/mg/cwjd
重温经典,http://8.138.7.223/tv/cwjd.php
重温经典,http://abc.sohu.blog/cwjd.php
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
CHC家庭影院,http://mgtv.home.023646.xyz/14521452145214521452145214521/644368373
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院,http://111.26.109.75:19020/hls/72/index.m3u8
CHC家庭影院,http://fuxin.yunjifei.top:999/tsfile/live/1014_1.m3u8
CHC家庭影院,http://czkeji.vip:9000/rtp/239.252.219.84:5140
CHC家庭影院,http://gat.bkpcp.top:80/ymg.php?id=jtyy
CHC动作电影,http://mgtv.home.023646.xyz/14521452145214521452145214521/644368714
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://111.26.109.75:19020/hls/70/index.m3u8
CHC动作电影,http://fuxin.yunjifei.top:999/tsfile/live/1015_1.m3u8
CHC动作电影,http://czkeji.vip:9000/rtp/239.252.219.85:5140
CHC动作电影,http://gat.bkpcp.top:80/ymg.php?id=dzdy
CHC影迷电影,http://mgtv.home.023646.xyz/14521452145214521452145214521/952383261
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC影迷电影,http://111.26.109.75:19020/hls/71/index.m3u8
CHC影迷电影,http://fuxin.yunjifei.top:999/tsfile/live/1016_1.m3u8
CHC影迷电影,http://gat.bkpcp.top:80/ymg.php?id=ymdy
龙华电影,http://cdn8.163189.xyz/163189/lhdy
龙华经典,http://cdn8.163189.xyz/163189/lhjd
龙华卡界,http://cdn8.163189.xyz/163189/lhkt
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
龙华洋片,http://cdn8.163189.xyz/163189/lhyp
古装妖魔,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_947_1080P_t10/c58_fast_947_1080P_t10.m3u8?d
泰语剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_949_1080P_t10/c58_fast_949_1080P_t10.m3u8?d
家庭剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d
搞笑剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_953_1080P_t10/c58_fast_953_1080P_t10.m3u8?d
爱情生活,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_967_1080P_t10/c59_fast_967_1080P_t10.m3u8?d
大家剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_975_1080P_t10/c58_fast_975_1080P_t10.m3u8?d
电影放映厅,http://hy.tzk.cc.cd/?id=11602077
电影放映厅,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602077
电影放映厅,https://live.ottiptv.cc/huya/11602077
电影刘德华,http://hy.tzk.cc.cd/?id=11342424
电影刘德华,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342424
电影刘德华,https://live.ottiptv.cc/huya/11342424
电影许冠英,http://hy.tzk.cc.cd/?id=11601972
电影许冠英,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601972
电影许冠英,https://live.ottiptv.cc/huya/11601972
电影李连杰,http://hy.tzk.cc.cd/?id=11342390
电影李连杰,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342390
电影李连杰,https://live.ottiptv.cc/huya/11342390
电影甄子丹,http://hy.tzk.cc.cd/?id=11352935
电影甄子丹,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352935
电影甄子丹,https://live.ottiptv.cc/huya/11352935
电影周润发,http://hy.tzk.cc.cd/?id=11342387
电影周润发,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342387
电影周润发,https://live.ottiptv.cc/huya/11342387
电影周星星,http://hy.tzk.cc.cd/?id=11336587
电影周星星,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11336587
电影周星星,https://live.ottiptv.cc/huya/11336587
电影洪金宝,http://hy.tzk.cc.cd/?id=11279251
电影洪金宝,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11279251
电影洪金宝,https://live.ottiptv.cc/huya/11279251
电影梁家辉,http://hy.tzk.cc.cd/?id=11342429
电影梁家辉,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342429
电影梁家辉,https://live.ottiptv.cc/huya/11342429
电影五福星,http://hy.tzk.cc.cd/?id=11282233
电影五福星,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11282233
电影五福星,https://live.ottiptv.cc/huya/11282233
电影古天乐,http://hy.tzk.cc.cd/?id=11602041
电影古天乐,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602041
电影古天乐,https://live.ottiptv.cc/huya/11602041
电影邱淑贞,http://hy.tzk.cc.cd/?id=11352949
电影邱淑贞,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352949
电影邱淑贞,https://live.ottiptv.cc/huya/11352949
电影周海媚,http://hy.tzk.cc.cd/?id=11279247
电影周海媚,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11279247
电影周海媚,https://live.ottiptv.cc/huya/11279247
电影星爷,http://hy.tzk.cc.cd/?id=11342412
电影星爷,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342412
电影星爷,https://live.ottiptv.cc/huya/11342412
电影星爷粤语,http://hy.tzk.cc.cd/?id=11336587
电影星爷粤语,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11336587
电影星爷粤语,https://live.ottiptv.cc/huya/11336587
电影英叔,http://hy.tzk.cc.cd/?id=11342421
电影英叔,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342421
电影英叔,https://live.ottiptv.cc/huya/11342421
电影成龙,http://hy.tzk.cc.cd/?id=11342386
电影成龙,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342386
电影成龙,https://live.ottiptv.cc/huya/11342386
电影王晶,http://hy.tzk.cc.cd/?id=11602058
电影王晶,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602058
电影王晶,https://live.ottiptv.cc/huya/11602058
电影沈腾,http://hy.tzk.cc.cd/?id=11601968
电影沈腾,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601968
电影沈腾,https://live.ottiptv.cc/huya/11601968
电影黄渤,http://hy.tzk.cc.cd/?id=11352876
电影黄渤,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352876
电影黄渤,https://live.ottiptv.cc/huya/11352876
电影吴京,http://hy.tzk.cc.cd/?id=11602041
电影吴京,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602041
电影吴京,https://live.ottiptv.cc/huya/11602041
电影贺岁片,http://hy.tzk.cc.cd/?id=11601986
电影贺岁片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601986
电影贺岁片,https://live.ottiptv.cc/huya/11601986
电影黑帮片,http://hy.tzk.cc.cd/?id=11336719
电影黑帮片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11336719
电影黑帮片,https://live.ottiptv.cc/huya/11336719
电影丧尸片,http://hy.tzk.cc.cd/?id=21059578
电影丧尸片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059578
电影丧尸片,https://live.ottiptv.cc/huya/21059578
电影灾难片,http://hy.tzk.cc.cd/?id=11602075
电影灾难片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602075
电影灾难片,https://live.ottiptv.cc/huya/11602075
电影谍战片,http://hy.tzk.cc.cd/?id=21059587
电影谍战片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059587
电影谍战片,https://live.ottiptv.cc/huya/21059587
电影战争片,http://hy.tzk.cc.cd/?id=21059574
电影战争片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059574
电影战争片,https://live.ottiptv.cc/huya/21059574
电影犯罪片,http://hy.tzk.cc.cd/?id=11352974
电影犯罪片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352974
电影犯罪片,https://live.ottiptv.cc/huya/11352974
电影古装片,http://hy.tzk.cc.cd/?id=11336590
电影古装片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11336590
电影古装片,https://live.ottiptv.cc/huya/11336590
电影功夫片,http://hy.tzk.cc.cd/?id=11352941
电影功夫片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352941
电影功夫片,https://live.ottiptv.cc/huya/11352941
电影喜乐影院,http://hy.tzk.cc.cd/?id=21059580
电影喜乐影院,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059580
电影喜乐影院,https://live.ottiptv.cc/huya/21059580
电影金庸武侠,http://hy.tzk.cc.cd/?id=11342435
电影金庸武侠,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342435
电影金庸武侠,https://live.ottiptv.cc/huya/11342435
电影喜剧专场,http://hy.tzk.cc.cd/?id=11602044
电影喜剧专场,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602044
电影喜剧专场,https://live.ottiptv.cc/huya/11602044
电影高分动作,http://hy.tzk.cc.cd/?id=11352884
电影高分动作,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352884
电影高分动作,https://live.ottiptv.cc/huya/11352884
电影不挤影院,http://hy.tzk.cc.cd/?id=11352897
电影不挤影院,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352897
电影不挤影院,https://live.ottiptv.cc/huya/11352897
电影黑帮斗争,http://hy.tzk.cc.cd/?id=11342419
电影黑帮斗争,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342419
电影黑帮斗争,https://live.ottiptv.cc/huya/11342419
电影嫣然影厅,http://hy.tzk.cc.cd/?id=11601977
电影嫣然影厅,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601977
电影嫣然影厅,https://live.ottiptv.cc/huya/11601977
电影女神系列,http://hy.tzk.cc.cd/?id=11336571
电影女神系列,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11336571
电影女神系列,https://live.ottiptv.cc/huya/11336571
电影经典女神,http://hy.tzk.cc.cd/?id=11352909
电影经典女神,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352909
电影经典女神,https://live.ottiptv.cc/huya/11352909
电影许氏三杰,http://hy.tzk.cc.cd/?id=11602033
电影许氏三杰,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602033
电影许氏三杰,https://live.ottiptv.cc/huya/11602033
电影经典港片,http://hy.tzk.cc.cd/?id=11352965
电影经典港片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352965
电影经典港片,https://live.ottiptv.cc/huya/11352965
电影镖行天下,http://hy.tzk.cc.cd/?id=11352969
电影镖行天下,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352969
电影镖行天下,https://live.ottiptv.cc/huya/11352969
电影蘑菇影厅,http://hy.tzk.cc.cd/?id=11601981
电影蘑菇影厅,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601981
电影蘑菇影厅,https://live.ottiptv.cc/huya/11601981
电影搞笑恐怖,http://hy.tzk.cc.cd/?id=11601960
电影搞笑恐怖,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601960
电影搞笑恐怖,https://live.ottiptv.cc/huya/11601960
电影死神来了,http://hy.tzk.cc.cd/?id=11352903
电影死神来了,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352903
电影死神来了,https://live.ottiptv.cc/huya/11352903
电影超异能族,http://hy.tzk.cc.cd/?id=21059586
电影超异能族,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059586
电影超异能族,https://live.ottiptv.cc/huya/21059586
电影古墓系列,http://hy.tzk.cc.cd/?id=11352913
电影古墓系列,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352913
电影古墓系列,https://live.ottiptv.cc/huya/11352913
电影动作电影,http://hy.tzk.cc.cd/?id=11602077
电影动作电影,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602077
电影动作电影,https://live.ottiptv.cc/huya/11602077
电影搞笑喜剧,http://hy.tzk.cc.cd/?id=11342423
电影搞笑喜剧,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342423
电影搞笑喜剧,https://live.ottiptv.cc/huya/11342423
电影欢笑影院,http://hy.tzk.cc.cd/?id=11352894
电影欢笑影院,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352894
电影欢笑影院,https://live.ottiptv.cc/huya/11352894
电影国产悬疑,http://hy.tzk.cc.cd/?id=11342395
电影国产悬疑,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342395
电影国产悬疑,https://live.ottiptv.cc/huya/11342395
电影快意江湖,http://hy.tzk.cc.cd/?id=11342435
电影快意江湖,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342435
电影快意江湖,https://live.ottiptv.cc/huya/11342435
电影怪兽系列,http://hy.tzk.cc.cd/?id=21059554
电影怪兽系列,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059554
电影怪兽系列,https://live.ottiptv.cc/huya/21059554
电影永夜星河,http://hy.tzk.cc.cd/?id=23734169
电影永夜星河,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/23734169
电影永夜星河,https://live.ottiptv.cc/huya/23734169
电影高能反转,http://hy.tzk.cc.cd/?id=11352887
电影高能反转,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352887
电影高能反转,https://live.ottiptv.cc/huya/11352887
电影变形金刚,http://hy.tzk.cc.cd/?id=21059596
电影变形金刚,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059596
电影变形金刚,https://live.ottiptv.cc/huya/21059596
电影玄幻,http://hy.tzk.cc.cd/?id=11342414
电影玄幻,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342414
电影玄幻,https://live.ottiptv.cc/huya/11342414
电影喜剧,http://hy.tzk.cc.cd/?id=11352877
电影喜剧,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352877
电影喜剧,https://live.ottiptv.cc/huya/11352877
电影港片,http://hy.tzk.cc.cd/?id=11602043
电影港片,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602043
电影港片,https://live.ottiptv.cc/huya/11602043
电影国产,http://hy.tzk.cc.cd/?id=11352973
电影国产,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352973
电影国产,https://live.ottiptv.cc/huya/11352973
电影漫威,http://hy.tzk.cc.cd/?id=11602034
电影漫威,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602034
电影漫威,https://live.ottiptv.cc/huya/11602034
电影宇宙,http://hy.tzk.cc.cd/?id=11342428
电影宇宙,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342428
电影宇宙,https://live.ottiptv.cc/huya/11342428
电影怪兽,http://hy.tzk.cc.cd/?id=21059577
电影怪兽,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059577
电影怪兽,https://live.ottiptv.cc/huya/21059577
电影武侠,http://hy.tzk.cc.cd/?id=11342427
电影武侠,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342427
电影武侠,https://live.ottiptv.cc/huya/11342427
电影警匪,http://hy.tzk.cc.cd/?id=11352886
电影警匪,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352886
电影警匪,https://live.ottiptv.cc/huya/11352886
电影罪犯,http://hy.tzk.cc.cd/?id=11352962
电影罪犯,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352962
电影罪犯,https://live.ottiptv.cc/huya/11352962
电影枪战,http://hy.tzk.cc.cd/?id=21059579
电影枪战,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059579
电影枪战,https://live.ottiptv.cc/huya/21059579
电影盗墓,http://hy.tzk.cc.cd/?id=21059552
电影盗墓,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059552
电影盗墓,https://live.ottiptv.cc/huya/21059552
电影海盗,http://hy.tzk.cc.cd/?id=21059595
电影海盗,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059595
电影海盗,https://live.ottiptv.cc/huya/21059595
电影推荐,http://hy.tzk.cc.cd/?id=11602041
电影推荐,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602041
电影推荐,https://live.ottiptv.cc/huya/11602041
电影救援,http://hy.tzk.cc.cd/?id=21059594
电影救援,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059594
电影救援,https://live.ottiptv.cc/huya/21059594
电影热血,http://hy.tzk.cc.cd/?id=11352934
电影热血,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352934
电影热血,https://live.ottiptv.cc/huya/11352934
电影谍战,http://hy.tzk.cc.cd/?id=21059585
电影谍战,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059585
电影谍战,https://live.ottiptv.cc/huya/21059585
电影战争,http://hy.tzk.cc.cd/?id=21059592
电影战争,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059592
电影战争,https://live.ottiptv.cc/huya/21059592
电影强森,http://hy.tzk.cc.cd/?id=21059581
电影强森,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059581
电影强森,https://live.ottiptv.cc/huya/21059581
电影斯坦森,http://hy.tzk.cc.cd/?id=21059588
电影斯坦森,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059588
电影斯坦森,https://live.ottiptv.cc/huya/21059588
电影赛车,http://hy.tzk.cc.cd/?id=11279247
电影赛车,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11279247
电影赛车,https://live.ottiptv.cc/huya/11279247
电影贺岁,http://hy.tzk.cc.cd/?id=11601971
电影贺岁,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601971
电影贺岁,https://live.ottiptv.cc/huya/11601971
电影小鬼头,http://hy.tzk.cc.cd/?id=11352963
电影小鬼头,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352963
电影小鬼头,https://live.ottiptv.cc/huya/11352963
电影八点档,http://hy.tzk.cc.cd/?id=880261
电影八点档,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/880261
电影八点档,https://live.ottiptv.cc/huya/880261
电影蜘蛛侠,http://hy.tzk.cc.cd/?id=21059599
电影蜘蛛侠,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059599
电影蜘蛛侠,https://live.ottiptv.cc/huya/21059599
电影猫和老鼠,http://hy.tzk.cc.cd/?id=11352879
电影猫和老鼠,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352879
电影猫和老鼠,https://live.ottiptv.cc/huya/11352879
电影猫和老鼠动漫,http://hy.tzk.cc.cd/?id=11352879
电影猫和老鼠动漫,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352879
电影猫和老鼠动漫,https://live.ottiptv.cc/huya/11352879
华数轮播01,http://183.237.95.108:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
华数轮播02,http://183.237.95.108:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
华数轮播03,http://183.237.95.108:9901/tsfile/live/1079_1.m3u8?key=txiptv&playlive=0&authid=0
华数轮播04,http://183.237.95.108:9901/tsfile/live/1081_1.m3u8?key=txiptv&playlive=0&authid=0
淘电影,http://r.xace.fun:4999/rtp/239.3.1.250:8001
淘剧场,http://r.xace.fun:4999/rtp/239.3.1.95:8001
淘娱乐,http://r.xace.fun:4999/rtp/239.3.1.100:8001
淘Baby,http://r.xace.fun:4999/rtp/239.3.1.238:8001
萌宠TV,http://r.xace.fun:4999/rtp/239.3.1.102:8001
经典香港电影,http://mgtv.home.023646.xyz/14521452145214521452145214521/625703337
抗战经典影片,http://mgtv.home.023646.xyz/14521452145214521452145214521/617432318
新片放映厅,http://mgtv.home.023646.xyz/14521452145214521452145214521/619495952
和美乡途轮播台,http://mgtv.home.023646.xyz/14521452145214521452145214521/713591450
南方影视,http://mgtv.home.023646.xyz/14521452145214521452145214521/614961829
1905电影网,http://8.138.7.223/tv/1905.php?id=LIVEOYY31H24H48NE
IPTV少儿动画,http://r.xace.fun:4999/rtp/239.3.1.199:9000
IPTV热播剧场,http://r.xace.fun:4999/rtp/239.3.1.194:9020
IPTV经典电影,http://r.xace.fun:4999/rtp/239.3.1.195:9024
IPTV魅力时尚,http://r.xace.fun:4999/rtp/239.3.1.196:9012
IPTV光影,http://r.xace.fun:4999/rtp/239.3.1.84:4120
IPTV军事,http://r.xace.fun:4999/rtp/239.3.1.76:4120
IPTV军旅剧场,http://r.xace.fun:4999/rtp/239.3.1.69:4120
IPTV军旅剧场,http://r.xace.fun:4999/rtp/239.3.1.68:4120
IPTV动作影院,http://r.xace.fun:4999/rtp/239.3.1.92:4120
IPTV动画,http://r.xace.fun:4999/rtp/239.3.1.80:4120
IPTV喜剧剧场,http://r.xace.fun:4999/rtp/239.3.1.91:4120
IPTV国学,http://r.xace.fun:4999/rtp/239.3.1.77:4120
IPTV地理,http://r.xace.fun:4999/rtp/239.3.1.71:4120
IPTV墨宝,http://r.xace.fun:4999/rtp/239.3.1.83:4120
IPTV好学生,http://r.xace.fun:4999/rtp/239.3.1.81:4120
IPTV家庭影院,http://r.xace.fun:4999/rtp/239.3.1.93:4120
IPTV影视,http://r.xace.fun:4999/rtp/239.3.1.88:4120
IPTV戏曲,http://r.xace.fun:4999/rtp/239.3.1.78:4120
IPTV早教,http://r.xace.fun:4999/rtp/239.3.1.79:4120
IPTV星影,http://r.xace.fun:4999/rtp/239.3.1.94:4120
IPTV武侠剧场,http://r.xace.fun:4999/rtp/239.3.1.90:4120
IPTV武术,http://r.xace.fun:4999/rtp/239.3.1.87:4120
IPTV精选,http://r.xace.fun:4999/rtp/239.3.1.74:4120
IPTV美人,http://r.xace.fun:4999/rtp/239.3.1.73:4120
IPTV美妆,http://r.xace.fun:4999/rtp/239.3.1.72:4120
IPTV解密,http://r.xace.fun:4999/rtp/239.3.1.75:4120
IPTV都市剧场,http://r.xace.fun:4999/rtp/239.3.1.67:4120
IPTV鉴赏,http://r.xace.fun:4999/rtp/239.3.1.82:4120
IPTV音乐现场,http://r.xace.fun:4999/rtp/239.3.1.70:4120
IPTV野外,http://czkeji.vip:9000/rtp/239.252.220.73:5140
IPTV相声小品,http://czkeji.vip:9000/rtp/239.252.220.146:5140
IPTV法治,http://czkeji.vip:9000/rtp/239.252.220.74:5140
精选,http://czkeji.vip:9000/rtp/239.252.219.161:5140
国学,http://czkeji.vip:9000/rtp/239.252.220.157:5140
戏曲,http://czkeji.vip:9000/rtp/239.252.219.163:5140
早教,http://czkeji.vip:9000/rtp/239.252.219.164:5140
动画,http://czkeji.vip:9000/rtp/239.252.219.165:5140
鉴赏,http://czkeji.vip:9000/rtp/239.252.219.166:5140
墨宝,http://czkeji.vip:9000/rtp/239.252.219.168:5140
光影,http://czkeji.vip:9000/rtp/239.252.220.200:5140
台球,http://czkeji.vip:9000/rtp/239.252.220.201:5140
美人,http://czkeji.vip:9000/rtp/239.252.220.202:5140
武术,http://czkeji.vip:9000/rtp/239.252.220.203:5140
高网,http://czkeji.vip:9000/rtp/239.252.220.204:5140
足球,http://czkeji.vip:9000/rtp/239.252.220.205:5140
军事,http://czkeji.vip:9000/rtp/239.252.220.206:5140
地理,http://czkeji.vip:9000/rtp/239.252.220.207:5140
美妆,http://czkeji.vip:9000/rtp/239.252.220.208:5140
解密,http://czkeji.vip:9000/rtp/239.252.220.209:5140
星影,http://czkeji.vip:9000/rtp/239.252.220.210:5140
热播剧场,http://czkeji.vip:9000/rtp/239.252.220.138:5140
经典电影,http://czkeji.vip:9000/rtp/239.252.220.139:5140
古装剧场,http://czkeji.vip:9000/rtp/239.252.220.77:5140
高清大片,http://mgtv.home.023646.xyz/14521452145214521452145214521/629943678
动漫秀场,http://38.75.136.137:98/gslb/dsdqpub/dmxchd.m3u8?auth=testpub
动漫秀场,http://czkeji.vip:9000/rtp/239.252.219.59:5140
都市剧场,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub
都市剧场,http://czkeji.vip:9000/rtp/239.252.219.225:5140
欢笑剧场,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub
精选频道,http://czkeji.vip:9000/rtp/239.252.219.161:5140
喜剧影院,http://czkeji.vip:9000/rtp/239.252.220.79:5140
纪实人文,http://czkeji.vip:9000/rtp/239.252.219.227:5140
SiTV东方财经,http://czkeji.vip:9000/rtp/239.252.219.57:5140
SiTV动漫秀场,http://czkeji.vip:9000/rtp/239.252.219.59:5140
SiTV都市剧场,http://czkeji.vip:9000/rtp/239.252.219.225:5140
SiTV法治天地,http://czkeji.vip:9000/rtp/239.252.219.56:5140
SiTV乐游,http://czkeji.vip:9000/rtp/239.252.219.141:5140
SiTV生活时尚,http://czkeji.vip:9000/rtp/239.252.219.54:5140
SiTV游戏风云,http://czkeji.vip:9000/rtp/239.252.219.60:5140
NewTV军旅剧场,http://czkeji.vip:9000/rtp/239.252.220.76:5140
NewTV古装剧场,http://czkeji.vip:9000/rtp/239.252.220.77:5140
NewTV武搏世界,http://czkeji.vip:9000/rtp/239.252.220.180:5140
军旅剧场,http://czkeji.vip:9000/rtp/239.252.220.76:5140
爱体育,http://czkeji.vip:9000/rtp/239.252.220.211:5140
爱体育,http://czkeji.vip:9000/rtp/239.252.220.141:5140
爱上4K,http://czkeji.vip:9000/rtp/239.252.220.212:5140
爱综艺,http://czkeji.vip:9000/rtp/239.252.220.140:5140
爱电影,http://czkeji.vip:9000/rtp/239.252.220.142:5140
爱大剧,http://czkeji.vip:9000/rtp/239.252.220.143:5140
爱生活,http://czkeji.vip:9000/rtp/239.252.220.89:5140

🏀体育频道,#genre#
咪视界4K-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=toShengfen&/PLTV/&
咪视界4K-1,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005180
咪视界4K-1,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015686
咪视界4K-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=toShengfen&/PLTV/&
咪视界-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视界-1,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005308
咪视界-1,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227308/index.m3u8
咪视界-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视界-2,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005969
咪视界-2,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227314/index.m3u8
咪视界-3,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视界-3,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000007218
咪视界-3,http://39.135.126.62/hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227317/index.m3u8
咪视界-4,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
